Id;EngineSize;FuelType;FuelConsumptionCity;FuelConsumptionHwy;FuelConsumptionComb;FuelConsumptionCombMpg;CO2Emissions
5676;5.3;E;22.2;15.2;19;15;317
5677;6.2;Z;17.1;11.3;14.5;19;340
5678;5.3;X;15.7;10.5;13.4;21;314
5679;5.3;X;15.7;10.5;13.4;21;314
5680;5.3;E;21.2;13.9;17.9;16;298
5681;5.3;X;15.8;11.1;13.7;21;321
5682;5.3;X;15.8;11.1;13.7;21;321
5683;5.3;E;21.7;14.3;18.4;15;305
5684;6.2;Z;16.4;10.7;13.8;20;325
5685;3.6;X;13;8.8;11.1;25;261
5686;3.6;X;13.7;9.5;11.8;24;277
5687;1.4;X;9.1;7.6;8.4;34;196
5688;1.4;X;9.4;6.9;8.3;34;194
5689;1.4;X;9.9;8.1;9.1;31;214
5690;3.6;X;12.4;7.8;10.3;27;242
5691;3.6;X;12.4;7.8;10.3;27;242
5692;3.6;E;17.1;10.6;14.2;20;234
5693;5.7;X;14.7;9.4;12.3;23;289
5694;3.6;X;12.8;8.7;11;26;258
5695;3.6;X;12.8;8.7;11;26;258
5696;3.6;E;17.6;12;15;19;248
5697;3.6;X;12.9;8.4;10.9;26;259
5698;3.6;X;12.4;8.4;10.6;27;249
5699;3.6;X;12.4;7.8;10.3;27;242
5700;5.7;Z;15.6;10.1;13.1;22;307
5701;6.4;Z;16.7;10.4;13.9;20;325
5702;5.7;X;14.7;9.4;12.3;23;289
5703;6.4;Z;15.8;9.6;13;22;304
5704;3.6;X;12.8;8.7;11;26;258
5705;6.2;Z;17.6;10.7;14.5;19;339
5706;6.2;Z;18.1;11.4;15.1;19;352
5707;6.2;Z;17.6;10.7;14.5;19;339
5708;3.6;X;13.7;9;11.6;24;271
5709;3.6;X;13.7;9;11.6;24;271
5710;3.6;E;18.9;12.7;16.1;18;268
5711;3.6;X;12.4;7.8;10.3;27;242
5712;3.6;X;12.4;7.8;10.3;27;242
5713;3.6;E;17.1;10.6;14.2;20;234
5714;5.7;X;15.6;9.7;12.9;22;302
5715;5.7;X;14.7;9.4;12.3;23;289
5716;6.4;Z;15.8;9.6;13;22;304
5717;3.6;X;12.8;8.7;11;26;258
5718;3.6;X;12.8;8.7;11;26;258
5719;3.6;E;17.6;12;15;19;248
5720;5.7;X;16;10.1;13.3;21;312
5721;6.2;Z;17.6;10.7;14.5;19;339
5722;3.6;X;12.7;9.6;11.3;25;265
5723;5.7;X;16.7;10.9;14.1;20;331
5724;6.4;Z;18.3;12.2;15.6;18;363
5725;3.6;X;13.7;9.4;11.8;24;276
5726;3.6;E;19.4;13.3;16.7;17;274
5727;2.4;X;12.7;9.2;11.1;25;261
5728;3.6;X;14.2;9.5;12.1;23;284
5729;3.6;E;19.1;13.2;16.4;17;274
5730;3.6;X;14.5;10;12.4;23;292
5731;1.4;X;9.3;6.5;8;35;187
5732;1.4;X;9;6.7;7.9;36;185
5733;1.4;X;9.7;7.4;8.7;32;203
5734;1.4;X;8.5;7.1;7.9;36;186
5735;1.4;X;10.7;7.9;9.4;30;221
5736;1.3;X;10;7.9;9.1;31;213
5737;1;X;8.6;8.1;8.4;34;196
5738;2;X;10.2;8;9.3;30;218
5739;2;X;10.9;8;9.6;29;224
5740;2;X;11.4;8.3;10;28;233
5741;2.7;X;12.6;9.2;11;26;259
5742;1.5;X;10.2;7.8;9.1;31;214
5743;2.5;X;11;8;9.6;29;226
5744;2.5;E;15;10.8;13.1;22;218
5745;1.5;X;11.2;8.4;9.9;29;232
5746;2;X;11.5;8.7;10.2;28;239
5747;3.5;X;14.1;10.6;12.5;23;293
5748;3.5;X;14.7;11.2;13.1;22;307
5749;2.3;X;13.1;9.2;11.4;25;267
5750;3.5;X;15.2;10.9;13.2;21;311
5751;3.5;X;14.5;10.6;12.7;22;299
5752;3.5;E;19.8;14.3;17.3;16;288
5753;2.7;X;12;9;10.6;27;249
5754;2.7;X;12.4;9.4;11.1;25;260
5755;2.7;X;12.4;9.4;11.1;25;260
5756;3;D;10.8;8;9.5;30;256
5757;3;D;10.8;8.4;9.7;29;260
5758;3.3;X;12.2;9.3;10.9;26;256
5759;3.3;E;16.7;12.6;14.9;19;247
5760;3.3;X;12.4;9.8;11.2;25;263
5761;3.3;E;16.7;12.6;14.9;19;247
5762;3.5;X;13.5;10.1;12;24;281
5763;3.5;X;13.8;10.7;12.4;23;291
5764;3.5;X;13.9;11.2;12.7;22;298
5765;5;X;13.9;10.2;12.2;23;287
5766;5;E;20.3;14;17.4;16;290
5767;5;X;14.7;11.2;13.1;22;308
5768;5;E;20.3;14;17.5;16;290
5769;5;X;15.6;11.8;13.9;20;326
5770;5;E;20.4;14;17.5;16;291
5771;2.7;X;12.7;9.8;11.4;25;268
5772;2.7;X;13.1;10.2;11.8;24;277
5773;2.7;X;13.1;10.2;11.8;24;277
5774;3;D;11.8;9.3;10.7;26;287
5775;3;D;11.8;9.3;10.7;26;287
5776;3;D;11.2;8.3;9.9;29;266
5777;3.3;X;12.8;10.2;11.6;24;273
5778;3.3;E;17.5;13.8;15.8;18;263
5779;3.3;X;13.8;10.7;12.4;23;291
5780;3.3;E;17.5;13.7;15.8;18;263
5781;3.5;X;14.3;10.5;12.5;23;295
5782;3.5;X;14.7;10.7;12.9;22;303
5783;3.5;X;14.7;11.2;13.1;22;308
5784;3.5;X;13.8;11.2;12.6;22;296
5785;5;X;15.1;11;13.3;21;312
5786;5;E;20;15.6;18;16;300
5787;5;X;15.7;11.8;13.9;20;326
5788;5;E;20;15.6;18;16;300
5789;5;X;16.8;12.4;14.8;19;347
5790;5;E;21.3;17.2;19.5;14;323
5791;3.5;X;15.3;13.1;14.3;20;336
5792;3.5;X;14.7;10.2;12.7;22;298
5793;3.5;X;14.7;10.7;12.9;22;303
5794;3.5;X;15.7;11.2;13.7;21;322
5795;1.6;X;8.6;6.4;7.6;37;178
5796;1.6;X;8.8;6.8;7.9;36;184
5797;1.6;X;9.2;7.4;8.4;34;196
5798;1.5;X;10;7;8.7;32;204
5799;2;X;5.5;5.6;5.6;50;131
5800;3.5;Z;20.4;13.1;17.1;17;402
5801;2.3;X;11.2;7.3;9.4;30;221
5802;2.3;X;11.8;8.4;10.3;27;242
5803;2.3;X;11.2;7.9;9.7;29;227
5804;2.3;X;11.8;8.7;10.4;27;244
5805;5;X;15;9.1;12.3;23;289
5806;5;X;16.1;9.9;13.3;21;311
5807;5;X;16.1;9.9;13.3;21;311
5808;2.3;X;11.9;8.4;10.4;27;243
5809;2.3;X;11.8;8.4;10.3;27;241
5810;5;X;15.4;9.7;12.9;22;302
5811;2.3;X;11.8;9.8;10.9;26;256
5812;5.2;Z;17.2;11.3;14.6;19;341
5813;3.5;X;16.2;12.8;14.7;19;346
5814;3.7;X;16.9;13.1;15.2;19;355
5815;3.5;X;13.5;9;11.5;25;270
5816;3.5;E;17.8;12.1;15.2;19;254
5817;3.5;X;14.6;10;12.5;23;294
5818;3.5;X;14;9.9;12.4;23;291
5819;3.5;E;18.5;13;16;18;267
5820;2;X;9.8;8.8;9.3;30;219
5821;2;X;9.8;8.8;9.3;30;219
5822;2;E;13.3;11.8;12.6;22;209
5823;2.5;X;12;8.8;10.6;27;247
5824;2;X;9.9;8.2;9.2;31;214
5825;2;X;9.9;8.2;9.2;31;214
5826;2;E;13.7;11.1;12.5;23;208
5827;2.5;X;12.1;9;10.7;26;251
5828;2;Z;12.8;8.5;10.9;26;255
5829;2;Z;11.5;8.7;10.3;27;241
5830;3.3;Z;13.3;9.5;11.6;24;274
5831;3.3;Z;13.8;9.7;11.9;24;282
5832;3.8;X;13.4;9.6;11.7;24;276
5833;5;Z;15.6;10.4;13.2;21;312
5834;3.3;Z;13.7;9.7;11.9;24;279
5835;5;Z;15.2;10.2;13;22;306
5836;2.5;X;11.1;9.2;10.2;28;237
5837;3.6;X;13.1;9.4;11.4;25;268
5838;2.5;X;11.3;9.4;10.5;27;248
5839;3.6;X;13.5;9.5;11.7;24;275
5840;2.5;X;12.1;9.2;10.8;26;253
5841;2.5;X;11.9;9.2;10.7;26;251
5842;2.8;D;11.8;7.9;10.1;28;270
5843;3.6;X;13.4;9.6;11.7;24;274
5844;2.5;X;12.7;9.8;11.4;25;267
5845;2.8;D;12.2;8.4;10.5;27;283
5846;3.6;X;14;9.9;12.2;23;286
5847;2.7;X;11.9;10.3;11.1;25;261
5848;4.3;X;15.1;11.5;13.5;21;317
5849;5.3;X;15.9;11.4;13.9;20;326
5850;5.3;X;15.7;11.9;14;20;329
5851;5.3;E;21.1;15;18.4;15;306
5852;5.3;X;14.3;10.4;12.5;23;294
5853;2.7;X;12.6;10.9;11.8;24;277
5854;4.3;X;15.8;11.9;14;20;329
5855;5.3;X;15.9;11.7;14;20;330
5856;5.3;X;16;12.5;14.4;20;339
5857;5.3;E;22;16.1;19.4;15;323
5858;5.3;X;15.3;11.2;13.5;21;316
5859;5.3;X;15.3;11.8;13.7;21;320
5860;6.2;Z;15.5;11.9;13.9;20;326
5861;6.2;Z;15.7;12.4;14.2;20;332
5862;5.3;X;15.6;10.9;13.5;21;317
5863;5.3;X;15.8;11.4;13.8;20;325
5864;1.5;X;9.2;7.9;8.6;33;201
5865;1.6;D;8.5;6;7.4;38;199
5866;1.5;X;9.6;8.3;9;31;210
5867;1.6;D;8.5;6.1;7.4;38;199
5868;2;Z;11.2;9;10.2;28;239
5869;5.3;X;15.7;10.5;13.4;21;314
5870;5.3;X;15.7;10.5;13.4;21;314
5871;5.3;E;21.2;13.9;17.9;16;298
5872;5.3;X;15.8;11.1;13.7;21;321
5873;5.3;X;15.8;11.1;13.7;21;321
5874;5.3;E;21.7;14.3;18.4;15;305
5875;6.2;Z;16.4;10.7;13.8;20;325
5876;5.3;X;15.7;10.5;13.4;21;314
5877;5.3;X;15.7;10.5;13.4;21;314
5878;5.3;E;21.2;13.9;17.9;16;298
5879;5.3;X;16.8;11.3;14.3;20;336
5880;5.3;X;16.8;11.3;14.3;20;336
5881;5.3;E;22.2;15.2;19;15;317
5882;6.2;Z;17.1;11.3;14.5;19;340
5883;1.5;X;7.9;6.3;7.2;39;168
5884;1.5;X;8.2;6.8;7.6;37;177
5885;1.5;X;8.9;6.7;7.9;36;185
5886;2;X;10.7;7.3;9.2;31;214
5887;2;X;10.4;7.4;9.1;31;211
5888;2;X;5;5;5;56;117
5889;1.5;X;7.8;6.4;7.2;39;167
5890;2;X;7.8;6.1;7.1;40;164
5891;2;X;8.3;6.6;7.5;38;176
5892;2;X;9.3;6.7;8.1;35;189
5893;1.5;Z;8.4;6.2;7.4;38;173
5894;1.5;X;7.7;6;6.9;41;162
5895;1.5;X;7.9;6.6;7.3;39;170
5896;1.5;X;8;6.2;7.2;39;167
5897;1.5;Z;7.9;6.6;7.3;39;170
5898;1.5;Z;8;6.2;7.2;39;167
5899;1.5;X;7.8;6.2;7.1;40;165
5900;2;X;7.9;6.1;7.1;40;167
5901;2;X;9.3;6.5;8;35;186
5902;1.5;Z;8.4;6.2;7.4;38;173
5903;2;Z;10.6;8.3;9.6;29;224
5904;1.5;X;8.4;7;7.8;36;181
5905;1.5;X;8.7;7.2;8;35;188
5906;1.5;X;7;5.9;6.5;43;151
5907;1.5;X;7.6;6.5;7;40;166
5908;1.5;X;8.1;6.6;7.4;38;174
5909;1.8;X;8.4;7;7.8;36;181
5910;1.8;X;8.8;7.5;8.2;34;193
5911;1.8;X;9.1;7.7;8.5;33;199
5912;1.5;X;4.6;5.3;4.9;58;114
5913;1.5;X;4.6;5.3;4.9;58;114
5914;3.5;X;12.6;8.4;10.7;26;252
5915;3.5;X;12.2;8.5;10.6;27;247
5916;3.5;X;12.5;9.8;11.3;25;265
5917;3.5;X;12.4;8.7;10.7;26;250
5918;3.5;X;13;9.3;11.3;25;266
5919;3.5;X;12.4;9.3;11;26;257
5920;3.5;X;12.8;9.5;11.3;25;263
5921;1.6;X;8.2;6.2;7.3;39;172
5922;1.6;X;8.2;6.3;7.3;39;173
5923;1.6;X;8.9;7;8.1;35;189
5924;1.6;X;10.7;7.8;9.4;30;221
5925;2;X;8.3;6.4;7.4;38;174
5926;2;X;9.2;6.5;8;35;188
5927;1.6;X;9.7;7.4;8.6;33;205
5928;1.6;X;10.3;7.9;9.2;31;218
5929;2;X;9.4;7.1;8.4;34;200
5930;2;X;9.8;7.4;8.7;32;207
5931;1.6;X;4.3;4.4;4.3;66;104
5932;1.6;X;4.2;4;4.1;69;96
5933;2;X;8.6;7;7.9;36;186
5934;1.6;X;9;8;8.6;33;201
5935;2;X;9.2;7.8;8.6;33;202
5936;2.4;X;10.8;8;9.6;29;225
5937;2;X;12.3;9.8;11.2;25;262
5938;2.4;X;11.2;8.7;10.1;28;237
5939;3.3;X;13.2;9.4;11.5;25;268
5940;3.3;X;13.4;9.7;11.7;24;276
5941;3.3;X;14.1;10.8;12.6;22;297
5942;2;X;10.4;7.4;9.1;31;212
5943;2.4;X;9.3;7.1;8.3;34;198
5944;2.4;X;9.2;6.8;8.1;35;190
5945;2;X;6;5.3;5.7;50;135
5946;2;X;5.9;5.1;5.6;50;132
5947;2;X;10;7.9;9.1;31;216
5948;2;X;10.8;9.2;10.1;28;239
5949;2.4;X;11;9.1;10.1;28;240
5950;2;X;9.1;7.1;8.2;34;193
5951;2;X;9.4;7.1;8.4;34;198
5952;2;X;10.6;8.3;9.5;30;226
5953;1.6;X;8.5;6.9;7.8;36;184
5954;1.6;X;9.4;7;8.3;34;197
5955;2;Z;10.7;8.6;9.7;29;229
5956;3;Z;12.4;8.7;10.8;26;253
5957;3;Z;12.5;9.3;11.1;25;261
5958;2;Z;11.2;8.5;10;28;233
5959;3;Z;12.3;8.7;10.7;26;251
5960;3;Z;12.5;9.2;11;26;259
5961;3.7;Z;13.2;9.8;11.7;24;275
5962;5.6;Z;14.9;10.2;12.8;22;301
5963;2;Z;10;7.8;9;31;211
5964;3.5;Z;12.5;9;10.9;26;257
5965;5.6;Z;17.4;12.2;15.1;19;354
5966;2;Z;11;8.4;9.8;29;231
5967;2;D;8.9;7.2;8.1;35;218
5968;2;Z;10.7;8.8;9.9;29;227
5969;3;Z;13.3;10;11.8;24;277
5970;2;Z;10.2;7.8;9.2;31;215
5971;3;Z;11.9;8.5;10.4;27;242
5972;3;Z;14.9;9.8;12.6;22;296
5973;3;Z;12.4;8.8;10.8;26;253
5974;3;Z;15.3;10;12.9;22;302
5975;3;Z;13;9.2;11.3;25;265
5976;2;Z;10.2;7.8;9.2;31;215
5977;3;Z;11.9;8.5;10.4;27;242
5978;3;Z;14.9;9.8;12.6;22;296
5979;3;Z;12.4;8.8;10.8;26;253
5980;3;Z;15.3;10;12.9;22;302
5981;3;Z;13;9.2;11.3;25;265
5982;5;Z;15.6;10.4;13.3;21;311
5983;5;Z;15.6;10.4;13.3;21;311
5984;2;D;7.8;5.8;6.9;41;186
5985;2;Z;9.8;6.9;8.5;33;200
5986;3;Z;11.8;8.2;10.2;28;238
5987;2;D;7.8;5.8;6.9;41;186
5988;2;Z;10.1;7.2;8.8;32;207
5989;3;Z;12;8.4;10.4;27;243
5990;3;Z;14;9;11.8;24;276
5991;3;Z;14;9.4;11.9;24;280
5992;5;Z;15.8;10.3;13.3;21;313
5993;2;X;10.4;7.6;9.1;31;214
5994;2.4;X;10.8;7.6;9.3;30;219
5995;3.2;X;11.9;8.2;10.2;28;240
5996;2;X;11.2;8;9.8;29;229
5997;2.4;X;11.2;8;9.8;29;230
5998;3.2;X;12.2;8.6;10.6;27;249
5999;2;X;11.5;8.6;10.2;28;240
6000;3.2;X;12.8;9;11.1;25;259
6001;2;X;11.8;9.2;10.6;27;249
6002;3.2;X;12.9;9.9;11.6;24;269
6003;2.4;X;10.6;7.6;9.3;30;218
6004;2.4;X;10.4;7.3;9;31;211
6005;2.4;X;10.8;7.8;9.5;30;222
6006;2.4;X;10.8;7.6;9.4;30;221
6007;3.6;X;12.7;9.6;11.3;25;265
6008;5.7;X;16.7;10.9;14.1;20;331
6009;3;D;11.2;8.5;10;28;268
6010;6.4;Z;18.3;12.6;15.7;18;368
6011;6.2;Z;20.9;13.8;17.7;16;413
6012;1.3;X;9.8;7.4;8.7;32;204
6013;2.4;X;10.8;7.8;9.5;30;222
6014;1.3;X;10.1;8.1;9.2;31;216
6015;2.4;X;11.2;8.2;9.8;29;230
6016;1.3;X;10.8;8.7;9.9;29;230
6017;2;X;10.5;9.4;10;28;233
6018;3.6;X;12.8;10.4;11.8;24;274
6019;3.6;X;13.7;9.6;11.8;24;277
6020;2;X;10.9;10;10.5;27;245
6021;3.6;X;12.9;10.2;11.7;24;275
6022;3.6;X;13.8;10.1;12.2;23;285
6023;3.3;X;11.6;8.5;10.2;28;238
6024;2;X;7.7;5.9;6.9;41;164
6025;2;X;8.6;6.4;7.6;37;180
6026;1.6;X;4.6;5.1;4.8;59;114
6027;1.6;X;4.5;4.8;4.7;60;110
6028;1.6;X;5.1;5.8;5.4;52;129
6029;2;X;11.2;7.9;9.7;29;230
6030;2.4;X;9.5;7.1;8.4;34;199
6031;2;X;6.1;5.2;5.7;50;133
6032;1.6;X;8.5;6.4;7.5;38;177
6033;1.6;X;8.3;6.4;7.5;38;175
6034;3.3;X;12.7;10;11.5;25;272
6035;2.4;X;10.7;8.2;9.6;29;225
6036;2.4;X;11.2;9;10.2;28;242
6037;3.3;X;12.5;9.7;11.2;25;265
6038;1.6;X;9.1;7.7;8.5;33;199
6039;1.6;X;9;7.6;8.4;34;198
6040;2;X;9.5;7.8;8.7;32;206
6041;2.4;X;10.3;7.8;9.2;31;218
6042;2;X;11.9;10.2;11.1;25;263
6043;2.4;X;11.3;9.5;10.5;27;247
6044;2;Z;11.1;8.1;9.7;29;229
6045;3.3;Z;13.6;9.6;11.8;24;279
6046;6.5;Z;26.3;15.6;21.5;13;487
6047;6.5;Z;26.6;15.8;21.7;13;493
6048;5.2;Z;18.1;13.2;15.9;18;366
6049;5.2;Z;17.9;13;15.7;18;370
6050;5.2;Z;18.1;13.2;15.9;18;366
6051;5.2;Z;17.9;13;15.7;18;370
6052;5.2;Z;17.9;13;15.7;18;370
6053;5.2;Z;17.9;13;15.7;18;370
6054;4;Z;19.2;14.1;16.9;17;384
6055;3;Z;14.8;11.4;13.3;21;311
6056;3;D;11.3;9.2;10.4;27;279
6057;2;Z;11.4;9.3;10.5;27;246
6058;3;Z;14.1;10.3;12.4;23;291
6059;3;D;10.7;8.3;9.6;29;256
6060;5;Z;14.4;11.3;13;22;305
6061;5;Z;17.9;12.7;15.5;18;365
6062;3;Z;14.1;10.3;12.4;23;291
6063;3;D;10.7;8.3;9.6;29;256
6064;5;Z;14.1;10.7;12.6;22;294
6065;2;Z;10.9;8;9.6;29;225
6066;2;Z;11.2;8.2;9.8;29;231
6067;2;D;9.2;7.8;8.5;33;229
6068;2;Z;11.7;9.2;10.6;27;248
6069;3;Z;13;10;11.6;24;273
6070;2.5;X;5.5;5.2;5.3;53;124
6071;3.5;X;10.6;7.2;9.1;31;211
6072;3.5;X;10.9;7.5;9.4;30;219
6073;3.5;Z;12.3;9.1;10.9;26;254
6074;5;Z;14.9;9.7;12.5;23;293
6075;4.6;Z;16;12.9;14.6;19;341
6076;2;Z;11;7.6;9.5;30;220
6077;3.5;Z;12.3;9.1;10.9;26;254
6078;3.5;Z;12.3;9.1;10.9;26;254
6079;5;Z;15.1;9.5;12.6;22;294
6080;3.5;Z;9;7.1;8.1;35;189
6081;3.4;Z;13.1;8.7;11.1;25;261
6082;3.5;Z;10.3;7.7;9.1;31;214
6083;5.7;Z;18.2;12.8;15.8;18;371
6084;2;Z;10.7;8.5;9.7;29;226
6085;2;Z;10.8;8.9;9.9;29;232
6086;2.5;X;7.2;7.9;7.5;38;176
6087;3.5;Z;13.1;9.8;11.2;25;262
6088;3.5;Z;13.1;9.8;11.2;25;262
6089;5;Z;15.2;9.5;12.6;22;289
6090;3.5;X;12.2;9;10.8;26;252
6091;3.5;X;13.1;9.4;11.1;25;268
6092;3.5;Z;7.5;8.4;7.9;36;185
6093;3.5;Z;8.1;8.4;8.1;35;190
6094;2;X;8;6.3;7.2;39;168
6095;2;X;5.5;5.7;5.6;50;130
6096;2;X;5.7;6.2;6;47;140
6097;2.7;X;14;9.4;12;24;281
6098;3;X;14.5;9.8;12.3;23;289
6099;3.7;X;14.3;9.7;12.2;23;287
6100;2;X;12.3;9.3;11;26;257
6101;2;X;12.2;9.3;10.9;26;256
6102;2.3;X;13.1;9.5;11.5;25;270
6103;3.5;X;15.7;11.2;13.7;21;322
6104;3.7;X;14.7;10.3;12.7;22;297
6105;2;X;12.1;8.4;10.4;27;245
6106;3;X;14;9.2;11.8;24;278
6107;2;X;5.7;6.2;5.9;48;139
6108;2;X;12;9.6;10.7;26;250
6109;2.7;X;12.6;9.2;11;26;259
6110;3.5;X;15;11.4;13.4;21;314
6111;3;Z;14.1;9.8;12.2;23;286
6112;3;Z;14.7;9.9;12.6;22;295
6113;3;Z;14.7;9.9;12.6;22;295
6114;4.7;Z;17.8;11.6;15;19;354
6115;3;Z;15.9;11.1;13.7;21;324
6116;3;Z;16.1;11.4;14;20;330
6117;3.8;Z;17.9;12.9;15.3;18;360
6118;3.8;Z;17.9;12.9;15.3;18;360
6119;3;Z;15.1;10.3;12.8;22;299
6120;3;Z;15;10.3;12.8;22;301
6121;3.8;Z;16;10.8;13.7;21;321
6122;2;X;8.3;6.9;7.7;37;179
6123;2;X;8.8;7;8;35;186
6124;2;X;8.6;7.4;8.1;35;189
6125;2;X;9.7;7.7;8.8;32;206
6126;2.5;X;9.7;7.8;8.8;32;206
6127;2.5;X;9.3;7.6;8.5;33;201
6128;2.5;X;10.2;8.2;9.3;30;217
6129;2.5;X;9.8;7.9;9;31;208
6130;2.5;X;10.8;8.7;9.8;29;230
6131;2.2;D;8.9;7.9;8.4;34;227
6132;2.5;X;10.6;8.4;9.6;29;225
6133;2.5;X;11.6;9.1;10.5;27;244
6134;2;X;8.4;6.6;7.6;37;178
6135;2;X;8.7;6.4;7.7;37;180
6136;2.5;X;8.8;6.4;7.7;37;181
6137;2.5;X;8.8;6.6;7.8;36;183
6138;2.5;X;9.2;7;8.2;34;192
6139;2;X;8.6;6.7;7.7;37;181
6140;2;X;8.7;6.6;7.8;36;181
6141;2.5;X;9;6.8;8;35;187
6142;2.5;X;9.2;6.6;8.1;35;189
6143;2.5;X;9.8;7.4;8.7;32;204
6144;2.5;X;9.1;6.7;8;35;187
6145;2.5;X;10;7.5;8.9;32;208
6146;2;Z;9;6.6;7.9;36;186
6147;2;Z;9;7;8.1;35;189
6148;2;Z;9.7;6.8;8.4;34;195
6149;2;Z;9.6;7.1;8.5;33;199
6150;2;Z;9.4;6.8;8.3;34;192
6151;2;Z;9.9;7;8.6;33;201
6152;3;Z;12.4;8.7;10.7;26;253
6153;3;Z;12.7;9.2;11.2;25;263
6154;3;Z;12.9;8.8;11.1;25;255
6155;3;Z;12.4;8.9;10.8;26;255
6156;4;Z;13.2;8.7;11.2;25;263
6157;4;Z;13.2;8.7;11.2;25;263
6158;4;Z;13.9;9.7;12;24;282
6159;4;Z;13.9;9.2;11.8;24;277
6160;2;Z;10.3;7.9;9.2;31;217
6161;3;Z;12.4;8.7;10.7;26;235
6162;3;Z;11.2;8.3;9.9;29;232
6163;3;Z;12.5;9;10.9;26;245
6164;3;Z;12.3;8.5;10.6;27;237
6165;3;Z;11.5;8.6;10.2;28;239
6166;4;Z;16;10.5;13.5;21;318
6167;4;Z;14.6;10.4;12.7;22;299
6168;4;Z;18.1;15.6;17;17;396
6169;2;Z;10.7;8.3;9.6;29;225
6170;3;Z;12.5;9.6;11.2;25;262
6171;3;Z;12.6;9.7;11.3;25;265
6172;4;Z;15;10.9;13.2;21;309
6173;4;Z;15;10.9;13.2;21;309
6174;3;Z;14;10.6;12.4;23;292
6175;3;Z;14.1;10.9;12.6;22;297
6176;4.7;Z;17.7;13.4;15.8;18;370
6177;4.7;Z;17.2;12.8;15.2;19;357
6178;4.7;Z;17.8;13.2;15.7;18;370
6179;3;Z;12.4;9.8;11.2;25;264
6180;4;Z;15.5;11.5;13.7;21;323
6181;4;Z;15.6;11.5;13.7;21;324
6182;4;Z;15.3;11.4;13.5;21;315
6183;4;Z;15.2;11.4;13.5;21;315
6184;4;Z;15.9;11.8;14;20;327
6185;4;Z;14.1;8.9;11.8;24;275
6186;4;Z;15.8;9.8;13.1;22;306
6187;4;Z;14;8.7;11.6;24;271
6188;6;Z;18.6;10.9;15.1;19;356
6189;6;Z;17.1;11;14.3;20;337
6190;6;Z;17.6;11;14.6;19;343
6191;5.5;Z;15.3;10.2;13;22;303
6192;3;Z;11.8;8.2;10.2;28;238
6193;2;Z;9.8;6.8;8.4;34;196
6194;2;Z;10.3;7.8;9.1;31;215
6195;2;Z;11;7.3;9.4;30;219
6196;2;Z;11.3;8.1;9.9;29;231
6197;2;Z;10.9;7.7;9.5;30;221
6198;2;Z;10.9;7.7;9.5;30;221
6199;2;Z;9.6;6.6;8.2;34;193
6200;2;Z;9.9;7.3;8.7;32;204
6201;3;Z;11.3;7.9;9.8;29;213
6202;2;Z;11;8.1;9.7;29;228
6203;3;Z;11.8;8.5;10.3;27;244
6204;3;Z;12.7;10.1;11.6;24;271
6205;3;Z;12.5;9.1;11;26;257
6206;3;Z;12.3;8.9;10.8;26;254
6207;4;Z;18;14.1;16.3;17;378
6208;2;Z;10.1;7.6;9;31;209
6209;2;Z;11;8.7;10;28;234
6210;2;Z;10.8;9;10;28;234
6211;3;Z;13.5;10.3;12.1;23;282
6212;3;Z;14.9;11.2;13.2;21;312
6213;4.7;Z;17.2;12.6;15.1;19;355
6214;4;Z;14.4;9.5;12.2;23;286
6215;6;Z;18.4;11.1;15.1;19;355
6216;2;Z;11.5;9.8;10.7;26;251
6217;2;Z;11.3;9.6;10.5;27;248
6218;2;Z;12.3;10.3;11.4;25;268
6219;3;Z;12.8;8.5;10.8;26;253
6220;4;Z;13.8;9.2;11.7;24;275
6221;4;Z;13.5;8.6;11.3;25;265
6222;4;Z;13.5;8.6;11.3;25;265
6223;3;Z;11.8;8.5;10.3;27;241
6224;4.7;Z;13.5;9.3;11.6;24;270
6225;2;Z;10;7.3;8.8;32;205
6226;1.5;Z;8.8;6.8;7.9;36;184
6227;1.5;Z;8.5;6.2;7.5;38;175
6228;1.5;Z;8.8;6.8;7.9;36;184
6229;1.5;Z;8.4;6.3;7.5;38;175
6230;1.5;Z;10.2;7.6;9;31;212
6231;1.5;Z;10.5;7.4;9.1;31;214
6232;1.5;Z;8.8;6.8;7.9;36;184
6233;1.5;Z;8.4;6.3;7.5;38;175
6234;1.5;Z;10.3;7.9;9.2;31;215
6235;1.5;Z;10.5;7.4;9.1;31;214
6236;2;Z;9.3;7.3;8.4;34;197
6237;2;Z;10.2;7.4;9;31;210
6238;2;Z;9.3;7.3;8.4;34;197
6239;2;Z;10.2;7.4;9;31;210
6240;2;Z;10.4;7.6;9.2;31;214
6241;2;Z;11.4;7.7;9.7;29;227
6242;2;Z;9.4;7.2;8.4;34;197
6243;2;Z;10.2;7.4;9;31;210
6244;2;Z;10.5;7.6;9.2;31;215
6245;2;Z;11.3;7.8;9.7;29;228
6246;2;Z;9.3;7.3;8.4;34;197
6247;2;Z;10.2;7.4;9;31;210
6248;2;Z;10.4;7.6;9.2;31;214
6249;2;Z;11.4;7.7;9.7;29;227
6250;2;Z;9.4;7.2;8.4;34;197
6251;2;Z;10.8;7.7;9.4;30;220
6252;2;Z;10.6;7.8;9.3;30;220
6253;2;Z;11.3;7.8;9.7;29;228
6254;1.5;X;9.6;8.9;9.3;30;216
6255;1.2;X;6.6;5.6;6.2;46;143
6256;1.2;X;7.1;5.8;6.5;43;151
6257;1.2;X;6.9;5.7;6.4;44;148
